"Landscape","Transect","Scientific.Name","Taxon.Rank","Observation.Type","Indv"
"SimForest","T16","Hemipus hirundinaceus","Species","PointLoc",3
"SimForest","T16","Rhipidura javanica","Species","PointLoc",2
"SimForest","T16","Lanius schach","Species","PointLoc",1
"SimForest","T16","Oriolus xanthonotus","Species","PointLoc",2
"SimForest","T16","Dicrurus paradiseus","Species","PointLoc",1
"SimForest","T16","Chloropsis sonnerati","Species","PointLoc",4
"SimForest","T16","Irena puella","Species","PointLoc",2
"SimForest","T16","Harpactes duvaucelii","Species","PointLoc",3
"SimForest","T16","Buceros rhinoceros","Species","PointLoc",2
"SimForest","T16","Anorrhinus galeritus","Species","PointLoc",4
"SimForest","T16","Zosterops palpebrosus","Species","PointLoc",1
"SimForest","T17","Pycnonotus aurigaster","Species","PointLoc",7
"SimForest","T17","Halcyon smyrnensis","Species","PointLoc",4
"SimForest","T17","Kittacincla malabarica","Species","PointLoc",9
"SimForest","T17","Aegithina tiphia","Species","PointLoc",4
"SimForest","T17","Alcippe brunneicauda","Species","PointLoc",1
"SimForest","T17","Alophoixus tephrogenys","Species","PointLoc",4
"SimForest","T17","Anthracoceros malayanus","Species","PointLoc",5
"SimForest","T17","Anthreptes simplex","Species","PointLoc",5
"SimForest","T17","Actenoides concretus","Species","PointLoc",2
"SimForest","T17","Copsychus saularis","Species","PointLoc",10
"SimForest","T17","Pycnonotus goiavier","Species","PointLoc",3
"SimForest","T17","Pycnonotus plumosus","Species","PointLoc",2
"SimForest","T17","Dicaeum trigonostigma","Species","PointLoc",2
"SimForest","T17","Cinnyris jugularis","Species","PointLoc",4
"SimForest","T17","Orthotomus ruficeps","Species","PointLoc",4
"SimForest","T17","Prinia flaviventris","Species","PointLoc",8
"SimForest","T17","Ficedula mugimaki","Species","PointLoc",2
"SimForest","T17","Terpsiphone paradisi","Species","PointLoc",4
"SimForest","T17","Hemipus hirundinaceus","Species","PointLoc",5
"SimForest","T17","Lanius schach","Species","PointLoc",1
"SimForest","T17","Oriolus xanthonotus","Species","PointLoc",3
"SimForest","T17","Dicrurus paradiseus","Species","PointLoc",5
"SimForest","T17","Chloropsis sonnerati","Species","PointLoc",11
"SimForest","T17","Irena puella","Species","PointLoc",7
"SimForest","T17","Harpactes duvaucelii","Species","PointLoc",5
"SimForest","T17","Buceros rhinoceros","Species","PointLoc",3
"SimForest","T17","Anorrhinus galeritus","Species","PointLoc",8
"SimForest","T17","Arachnothera longirostra","Species","PointLoc",9
"SimForest","T17","Zosterops palpebrosus","Species","PointLoc",1
"SimForest","T18","Pycnonotus aurigaster","Species","PointLoc",9
"SimForest","T18","Halcyon smyrnensis","Species","PointLoc",7
"SimForest","T18","Kittacincla malabarica","Species","PointLoc",15
"SimForest","T18","Aegithina tiphia","Species","PointLoc",14
"SimForest","T18","Alcippe brunneicauda","Species","PointLoc",11
"SimForest","T18","Alophoixus tephrogenys","Species","PointLoc",4
"SimForest","T18","Anthracoceros malayanus","Species","PointLoc",4
"SimForest","T18","Actenoides concretus","Species","PointLoc",7
"SimForest","T18","Copsychus saularis","Species","PointLoc",6
"SimForest","T18","Pycnonotus goiavier","Species","PointLoc",2
"SimForest","T18","Pycnonotus plumosus","Species","PointLoc",4
"SimForest","T18","Dicaeum trigonostigma","Species","PointLoc",1
"SimForest","T18","Cinnyris jugularis","Species","PointLoc",9
"SimForest","T18","Orthotomus ruficeps","Species","PointLoc",1
"SimForest","T18","Prinia flaviventris","Species","PointLoc",9
"SimForest","T18","Ficedula mugimaki","Species","PointLoc",8
"SimForest","T18","Terpsiphone paradisi","Species","PointLoc",4
"SimForest","T18","Hemipus hirundinaceus","Species","PointLoc",16
"SimForest","T18","Rhipidura javanica","Species","PointLoc",8
"SimForest","T18","Lanius schach","Species","PointLoc",8
"SimForest","T18","Oriolus xanthonotus","Species","PointLoc",6
"SimForest","T18","Dicrurus paradiseus","Species","PointLoc",9
"SimForest","T18","Chloropsis sonnerati","Species","PointLoc",12
"SimForest","T18","Irena puella","Species","PointLoc",5
"SimForest","T18","Harpactes duvaucelii","Species","PointLoc",9
"SimForest","T18","Buceros rhinoceros","Species","PointLoc",6
"SimForest","T18","Anorrhinus galeritus","Species","PointLoc",9
"SimForest","T18","Arachnothera longirostra","Species","PointLoc",14
"SimForest","T18","Zosterops palpebrosus","Species","PointLoc",1
"SimForest","T19","Pycnonotus aurigaster","Species","PointLoc",3
"SimForest","T19","Halcyon smyrnensis","Species","PointLoc",2
"SimForest","T19","Kittacincla malabarica","Species","PointLoc",8
"SimForest","T19","Aegithina tiphia","Species","PointLoc",9
"SimForest","T19","Alcippe brunneicauda","Species","PointLoc",4
"SimForest","T19","Alophoixus tephrogenys","Species","PointLoc",6
"SimForest","T19","Anthracoceros malayanus","Species","PointLoc",2
"SimForest","T19","Anthreptes simplex","Species","PointLoc",3
"SimForest","T19","Actenoides concretus","Species","PointLoc",1
"SimForest","T19","Copsychus saularis","Species","PointLoc",13
"SimForest","T19","Pycnonotus plumosus","Species","PointLoc",1
"SimForest","T19","Dicaeum trigonostigma","Species","PointLoc",1
"SimForest","T19","Cinnyris jugularis","Species","PointLoc",6
"SimForest","T19","Prinia flaviventris","Species","PointLoc",3
"SimForest","T19","Ficedula mugimaki","Species","PointLoc",7
"SimForest","T19","Hemipus hirundinaceus","Species","PointLoc",4
"SimForest","T19","Rhipidura javanica","Species","PointLoc",3
"SimForest","T19","Lanius schach","Species","PointLoc",3
"SimForest","T19","Oriolus xanthonotus","Species","PointLoc",2
"SimForest","T19","Chloropsis sonnerati","Species","PointLoc",4
"SimForest","T19","Irena puella","Species","PointLoc",4
"SimForest","T19","Harpactes duvaucelii","Species","PointLoc",8
"SimForest","T19","Buceros rhinoceros","Species","PointLoc",3
"SimForest","T19","Anorrhinus galeritus","Species","PointLoc",5
"SimForest","T19","Arachnothera longirostra","Species","PointLoc",9
"SimForest","T19","Zosterops palpebrosus","Species","PointLoc",3
"SimForest","T20","Pycnonotus aurigaster","Species","PointLoc",4
"SimForest","T20","Halcyon smyrnensis","Species","PointLoc",8
"SimForest","T20","Kittacincla malabarica","Species","PointLoc",2
"SimForest","T20","Aegithina tiphia","Species","PointLoc",8
"SimForest","T20","Alcippe brunneicauda","Species","PointLoc",6
"SimForest","T20","Alophoixus tephrogenys","Species","PointLoc",2
"SimForest","T20","Anthracoceros malayanus","Species","PointLoc",5
"SimForest","T20","Anthreptes simplex","Species","PointLoc",7
"SimForest","T20","Actenoides concretus","Species","PointLoc",6
"SimForest","T20","Copsychus saularis","Species","PointLoc",7
"SimForest","T20","Pycnonotus goiavier","Species","PointLoc",1
"SimForest","T20","Pycnonotus plumosus","Species","PointLoc",2
"SimForest","T20","Cinnyris jugularis","Species","PointLoc",3
"SimForest","T20","Orthotomus ruficeps","Species","PointLoc",1
"SimForest","T20","Prinia flaviventris","Species","PointLoc",2
"SimForest","T20","Ficedula mugimaki","Species","PointLoc",3
"SimForest","T20","Terpsiphone paradisi","Species","PointLoc",1
"SimForest","T20","Hemipus hirundinaceus","Species","PointLoc",6
"SimForest","T20","Rhipidura javanica","Species","PointLoc",4
"SimForest","T20","Lanius schach","Species","PointLoc",4
"SimForest","T20","Oriolus xanthonotus","Species","PointLoc",3
"SimForest","T20","Dicrurus paradiseus","Species","PointLoc",11
"SimForest","T20","Chloropsis sonnerati","Species","PointLoc",9
"SimForest","T20","Irena puella","Species","PointLoc",4
"SimForest","T20","Harpactes duvaucelii","Species","PointLoc",7
"SimForest","T20","Buceros rhinoceros","Species","PointLoc",3
"SimForest","T20","Anorrhinus galeritus","Species","PointLoc",10
"SimForest","T20","Arachnothera longirostra","Species","PointLoc",5
"SimForest","T20","Zosterops palpebrosus","Species","PointLoc",3
