"Landscape","Transect","Scientific.Name","Taxon.Rank"
"SimForest","T11","Nycticebus coucang","Species"
"SimForest","T11","Nycticebus coucang","Species"
"SimForest","T11","Nycticebus coucang","Species"
"SimForest","T11","Arctictis binturong","Species"
"SimForest","T11","Arctictis binturong","Species"
"SimForest","T11","Arctictis binturong","Species"
"SimForest","T12","Macaca fascicularis","Species"
"SimForest","T12","Macaca fascicularis","Species"
"SimForest","T12","Macaca fascicularis","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Presbytis melalophos","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Hylobates lar","Species"
"SimForest","T12","Sus scrofa","Species"
"SimForest","T12","Muntiacus muntjak","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Tragulus javanicus","Species"
"SimForest","T12","Paradoxurus hermaphroditus","Species"
"SimForest","T12","Paradoxurus hermaphroditus","Species"
"SimForest","T12","Paradoxurus hermaphroditus","Species"
"SimForest","T12","Paradoxurus hermaphroditus","Species"
"SimForest","T12","Paradoxurus hermaphroditus","Species"
"SimForest","T12","Viverra tangalunga","Species"
"SimForest","T12","Viverra tangalunga","Species"
"SimForest","T12","Ratufa bicolor","Species"
"SimForest","T12","Ratufa bicolor","Species"
"SimForest","T12","Callosciurus notatus","Species"
"SimForest","T12","Manis javanica","Species"
"SimForest","T12","Hystrix brachyura","Species"
"SimForest","T12","Hystrix brachyura","Species"
"SimForest","T12","Hystrix brachyura","Species"
"SimForest","T12","Hystrix brachyura","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Nycticebus coucang","Species"
"SimForest","T12","Arctictis binturong","Species"
"SimForest","T12","Arctictis binturong","Species"
"SimForest","T12","Arctictis binturong","Species"
"SimForest","T13","Macaca fascicularis","Species"
"SimForest","T13","Macaca fascicularis","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Presbytis melalophos","Species"
"SimForest","T13","Hylobates lar","Species"
"SimForest","T13","Hylobates lar","Species"
"SimForest","T13","Hylobates lar","Species"
"SimForest","T13","Hylobates lar","Species"
"SimForest","T13","Hylobates lar","Species"
"SimForest","T13","Sus scrofa","Species"
"SimForest","T13","Sus scrofa","Species"
"SimForest","T13","Sus scrofa","Species"
"SimForest","T13","Sus scrofa","Species"
"SimForest","T13","Sus scrofa","Species"
"SimForest","T13","Muntiacus muntjak","Species"
"SimForest","T13","Muntiacus muntjak","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Tragulus javanicus","Species"
"SimForest","T13","Paradoxurus hermaphroditus","Species"
"SimForest","T13","Paradoxurus hermaphroditus","Species"
"SimForest","T13","Paradoxurus hermaphroditus","Species"
"SimForest","T13","Ratufa bicolor","Species"
"SimForest","T13","Ratufa bicolor","Species"
"SimForest","T13","Ratufa bicolor","Species"
"SimForest","T13","Ratufa bicolor","Species"
"SimForest","T13","Ratufa bicolor","Species"
"SimForest","T13","Manis javanica","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Hystrix brachyura","Species"
"SimForest","T13","Tupaia glis","Species"
"SimForest","T13","Tupaia glis","Species"
"SimForest","T13","Tupaia glis","Species"
"SimForest","T13","Tupaia glis","Species"
"SimForest","T13","Nycticebus coucang","Species"
"SimForest","T13","Nycticebus coucang","Species"
"SimForest","T13","Nycticebus coucang","Species"
"SimForest","T13","Nycticebus coucang","Species"
"SimForest","T13","Arctictis binturong","Species"
"SimForest","T14","Macaca fascicularis","Species"
"SimForest","T14","Macaca fascicularis","Species"
"SimForest","T14","Presbytis melalophos","Species"
"SimForest","T14","Presbytis melalophos","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Hylobates lar","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Sus scrofa","Species"
"SimForest","T14","Muntiacus muntjak","Species"
"SimForest","T14","Muntiacus muntjak","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Tragulus javanicus","Species"
"SimForest","T14","Paradoxurus hermaphroditus","Species"
"SimForest","T14","Paradoxurus hermaphroditus","Species"
"SimForest","T14","Ratufa bicolor","Species"
"SimForest","T14","Ratufa bicolor","Species"
"SimForest","T14","Ratufa bicolor","Species"
"SimForest","T14","Ratufa bicolor","Species"
"SimForest","T14","Manis javanica","Species"
"SimForest","T14","Manis javanica","Species"
"SimForest","T14","Manis javanica","Species"
"SimForest","T14","Manis javanica","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Hystrix brachyura","Species"
"SimForest","T14","Tupaia glis","Species"
"SimForest","T14","Tupaia glis","Species"
"SimForest","T14","Tupaia glis","Species"
"SimForest","T14","Tupaia glis","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Nycticebus coucang","Species"
"SimForest","T14","Arctictis binturong","Species"
"SimForest","T14","Arctictis binturong","Species"
"SimForest","T14","Arctictis binturong","Species"
"SimForest","T14","Arctictis binturong","Species"
"SimForest","T15","Macaca fascicularis","Species"
"SimForest","T15","Macaca fascicularis","Species"
"SimForest","T15","Macaca fascicularis","Species"
"SimForest","T15","Macaca fascicularis","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Presbytis melalophos","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Hylobates lar","Species"
"SimForest","T15","Sus scrofa","Species"
"SimForest","T15","Muntiacus muntjak","Species"
"SimForest","T15","Muntiacus muntjak","Species"
"SimForest","T15","Muntiacus muntjak","Species"
"SimForest","T15","Muntiacus muntjak","Species"
"SimForest","T15","Muntiacus muntjak","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Tragulus javanicus","Species"
"SimForest","T15","Paradoxurus hermaphroditus","Species"
"SimForest","T15","Paradoxurus hermaphroditus","Species"
"SimForest","T15","Viverra tangalunga","Species"
"SimForest","T15","Viverra tangalunga","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Ratufa bicolor","Species"
"SimForest","T15","Callosciurus notatus","Species"
"SimForest","T15","Callosciurus notatus","Species"
"SimForest","T15","Callosciurus notatus","Species"
"SimForest","T15","Callosciurus notatus","Species"
"SimForest","T15","Callosciurus notatus","Species"
"SimForest","T15","Manis javanica","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Hystrix brachyura","Species"
"SimForest","T15","Tupaia glis","Species"
"SimForest","T15","Tupaia glis","Species"
"SimForest","T15","Tupaia glis","Species"
"SimForest","T15","Tupaia glis","Species"
"SimForest","T15","Tupaia glis","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T15","Nycticebus coucang","Species"
"SimForest","T16","Macaca fascicularis","Species"
"SimForest","T16","Presbytis melalophos","Species"
"SimForest","T16","Hylobates lar","Species"
"SimForest","T16","Sus scrofa","Species"
"SimForest","T16","Sus scrofa","Species"
"SimForest","T16","Tragulus javanicus","Species"
"SimForest","T16","Tragulus javanicus","Species"
"SimForest","T16","Tragulus javanicus","Species"
"SimForest","T16","Tragulus javanicus","Species"
"SimForest","T16","Viverra tangalunga","Species"
"SimForest","T16","Ratufa bicolor","Species"
"SimForest","T16","Manis javanica","Species"
"SimForest","T16","Manis javanica","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Hystrix brachyura","Species"
"SimForest","T16","Tupaia glis","Species"
"SimForest","T16","Tupaia glis","Species"
"SimForest","T16","Nycticebus coucang","Species"
"SimForest","T16","Nycticebus coucang","Species"
"SimForest","T16","Nycticebus coucang","Species"
"SimForest","T16","Nycticebus coucang","Species"
"SimForest","T16","Nycticebus coucang","Species"
"SimForest","T16","Arctictis binturong","Species"
"SimForest","T16","Arctictis binturong","Species"
"SimForest","T16","Arctictis binturong","Species"
"SimForest","T17","Macaca fascicularis","Species"
"SimForest","T17","Macaca fascicularis","Species"
"SimForest","T17","Macaca fascicularis","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Presbytis melalophos","Species"
"SimForest","T17","Hylobates lar","Species"
"SimForest","T17","Hylobates lar","Species"
"SimForest","T17","Hylobates lar","Species"
"SimForest","T17","Hylobates lar","Species"
"SimForest","T17","Hylobates lar","Species"
"SimForest","T17","Sus scrofa","Species"
"SimForest","T17","Sus scrofa","Species"
"SimForest","T17","Muntiacus muntjak","Species"
"SimForest","T17","Tragulus javanicus","Species"
"SimForest","T17","Tragulus javanicus","Species"
"SimForest","T17","Tragulus javanicus","Species"
"SimForest","T17","Tragulus javanicus","Species"
"SimForest","T17","Tragulus javanicus","Species"
"SimForest","T17","Viverra tangalunga","Species"
"SimForest","T17","Viverra tangalunga","Species"
"SimForest","T17","Ratufa bicolor","Species"
"SimForest","T17","Ratufa bicolor","Species"
"SimForest","T17","Ratufa bicolor","Species"
"SimForest","T17","Ratufa bicolor","Species"
"SimForest","T17","Callosciurus notatus","Species"
"SimForest","T17","Callosciurus notatus","Species"
"SimForest","T17","Manis javanica","Species"
"SimForest","T17","Manis javanica","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Hystrix brachyura","Species"
"SimForest","T17","Tupaia glis","Species"
"SimForest","T17","Tupaia glis","Species"
"SimForest","T17","Tupaia glis","Species"
"SimForest","T17","Tupaia glis","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Nycticebus coucang","Species"
"SimForest","T17","Arctictis binturong","Species"
"SimForest","T17","Arctictis binturong","Species"
"SimForest","T18","Macaca fascicularis","Species"
"SimForest","T18","Macaca fascicularis","Species"
"SimForest","T18","Macaca fascicularis","Species"
"SimForest","T18","Macaca fascicularis","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Presbytis melalophos","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Hylobates lar","Species"
"SimForest","T18","Sus scrofa","Species"
"SimForest","T18","Sus scrofa","Species"
"SimForest","T18","Muntiacus muntjak","Species"
"SimForest","T18","Muntiacus muntjak","Species"
"SimForest","T18","Muntiacus muntjak","Species"
"SimForest","T18","Muntiacus muntjak","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Tragulus javanicus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Paradoxurus hermaphroditus","Species"
"SimForest","T18","Viverra tangalunga","Species"
"SimForest","T18","Viverra tangalunga","Species"
"SimForest","T18","Viverra tangalunga","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Ratufa bicolor","Species"
"SimForest","T18","Callosciurus notatus","Species"
"SimForest","T18","Manis javanica","Species"
"SimForest","T18","Manis javanica","Species"
"SimForest","T18","Manis javanica","Species"
"SimForest","T18","Manis javanica","Species"
"SimForest","T18","Manis javanica","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Hystrix brachyura","Species"
"SimForest","T18","Tupaia glis","Species"
"SimForest","T18","Tupaia glis","Species"
"SimForest","T18","Tupaia glis","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T18","Nycticebus coucang","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Presbytis melalophos","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Hylobates lar","Species"
"SimForest","T19","Sus scrofa","Species"
"SimForest","T19","Sus scrofa","Species"
"SimForest","T19","Muntiacus muntjak","Species"
"SimForest","T19","Muntiacus muntjak","Species"
"SimForest","T19","Muntiacus muntjak","Species"
"SimForest","T19","Muntiacus muntjak","Species"
"SimForest","T19","Muntiacus muntjak","Species"
"SimForest","T19","Tragulus javanicus","Species"
"SimForest","T19","Tragulus javanicus","Species"
"SimForest","T19","Tragulus javanicus","Species"
"SimForest","T19","Tragulus javanicus","Species"
"SimForest","T19","Tragulus javanicus","Species"
"SimForest","T19","Paradoxurus hermaphroditus","Species"
"SimForest","T19","Paradoxurus hermaphroditus","Species"
"SimForest","T19","Paradoxurus hermaphroditus","Species"
"SimForest","T19","Paradoxurus hermaphroditus","Species"
"SimForest","T19","Ratufa bicolor","Species"
"SimForest","T19","Ratufa bicolor","Species"
"SimForest","T19","Ratufa bicolor","Species"
"SimForest","T19","Callosciurus notatus","Species"
"SimForest","T19","Callosciurus notatus","Species"
"SimForest","T19","Manis javanica","Species"
"SimForest","T19","Manis javanica","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Hystrix brachyura","Species"
"SimForest","T19","Tupaia glis","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T19","Nycticebus coucang","Species"
"SimForest","T20","Macaca fascicularis","Species"
"SimForest","T20","Presbytis melalophos","Species"
"SimForest","T20","Presbytis melalophos","Species"
"SimForest","T20","Presbytis melalophos","Species"
"SimForest","T20","Hylobates lar","Species"
"SimForest","T20","Hylobates lar","Species"
"SimForest","T20","Hylobates lar","Species"
"SimForest","T20","Hylobates lar","Species"
"SimForest","T20","Sus scrofa","Species"
"SimForest","T20","Muntiacus muntjak","Species"
"SimForest","T20","Muntiacus muntjak","Species"
"SimForest","T20","Muntiacus muntjak","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Tragulus javanicus","Species"
"SimForest","T20","Paradoxurus hermaphroditus","Species"
"SimForest","T20","Paradoxurus hermaphroditus","Species"
"SimForest","T20","Ratufa bicolor","Species"
"SimForest","T20","Callosciurus notatus","Species"
"SimForest","T20","Manis javanica","Species"
"SimForest","T20","Manis javanica","Species"
"SimForest","T20","Manis javanica","Species"
"SimForest","T20","Manis javanica","Species"
"SimForest","T20","Manis javanica","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Hystrix brachyura","Species"
"SimForest","T20","Tupaia glis","Species"
"SimForest","T20","Tupaia glis","Species"
"SimForest","T20","Tupaia glis","Species"
"SimForest","T20","Nycticebus coucang","Species"
"SimForest","T20","Nycticebus coucang","Species"
"SimForest","T20","Nycticebus coucang","Species"
"SimForest","T20","Nycticebus coucang","Species"
"SimForest","T20","Nycticebus coucang","Species"
