"Landscape","Transect","Plot.ID","Tree.ID","Scientific.Name","Taxon.Rank","Class","DBH","TT"
"SimForest","T05","T05_P2","T05_P2_2","Durio zibethinus","Species","B",18.3,14.6
"SimForest","T05","T05_P1","T05_P1_3","Durio zibethinus","Species","C",8.4,10.3
"SimForest","T05","T05_P4","T05_P4_4","Durio zibethinus","Species","B",31.8,23.7
"SimForest","T05","T05_P1","T05_P1_1","Koompassia excelsa","Species","B",27.2,21.6
"SimForest","T05","T05_P2","T05_P2_2","Koompassia excelsa","Species","C",9.2,11.1
"SimForest","T05","T05_P5","T05_P5_3","Koompassia excelsa","Species","C",7.8,10.4
"SimForest","T05","T05_P4","T05_P4_1","Dyera costulata","Species","B",17.7,15.7
"SimForest","T05","T05_P3","T05_P3_2","Dyera costulata","Species","C",7.2,9.4
"SimForest","T05","T05_P5","T05_P5_3","Dyera costulata","Species","B",25.3,19.7
"SimForest","T05","T05_P4","T05_P4_4","Dyera costulata","Species","B",23.2,20
"SimForest","T05","T05_P3","T05_P3_1","Palaquium rostratum","Species","A",53.8,32.4
"SimForest","T05","T05_P1","T05_P1_2","Palaquium rostratum","Species","B",24.9,18.6
"SimForest","T05","T05_P1","T05_P1_3","Palaquium rostratum","Species","B",22.9,17.4
"SimForest","T05","T05_P3","T05_P3_4","Palaquium rostratum","Species","C",12.7,13.8
"SimForest","T05","T05_P5","T05_P5_1","Santiria laevigata","Species","C",8.9,10.1
"SimForest","T05","T05_P5","T05_P5_2","Santiria laevigata","Species","A",55.2,40.5
"SimForest","T05","T05_P3","T05_P3_3","Santiria laevigata","Species","C",7.2,9.7
"SimForest","T05","T05_P3","T05_P3_4","Santiria laevigata","Species","B",20,16.3
"SimForest","T05","T05_P5","T05_P5_5","Santiria laevigata","Species","C",6.9,9.5
"SimForest","T05","T05_P1","T05_P1_6","Santiria laevigata","Species","C",10.2,10.7
"SimForest","T05","T05_P5","T05_P5_7","Santiria laevigata","Species","C",14.6,13.2
"SimForest","T05","T05_P3","T05_P3_8","Santiria laevigata","Species","B",25.6,21.9
"SimForest","T05","T05_P4","T05_P4_1","Aglaia argentea","Species","C",13.9,12
"SimForest","T05","T05_P1","T05_P1_2","Aglaia argentea","Species","A",69.1,46.9
"SimForest","T05","T05_P5","T05_P5_1","Knema laurina","Species","C",15.8,13.8
"SimForest","T05","T05_P2","T05_P2_2","Knema laurina","Species","C",12.6,11.6
"SimForest","T05","T05_P5","T05_P5_1","Horsfieldia irya","Species","C",16,15.2
"SimForest","T05","T05_P3","T05_P3_2","Horsfieldia irya","Species","B",29.6,24.7
"SimForest","T05","T05_P1","T05_P1_3","Horsfieldia irya","Species","C",11.1,11.4
"SimForest","T05","T05_P2","T05_P2_4","Horsfieldia irya","Species","C",7.1,9.3
"SimForest","T05","T05_P5","T05_P5_5","Horsfieldia irya","Species","C",14.6,14.4
"SimForest","T05","T05_P5","T05_P5_6","Horsfieldia irya","Species","C",8.2,10
"SimForest","T05","T05_P1","T05_P1_1","Litsea firma","Species","C",12.3,12.4
"SimForest","T05","T05_P1","T05_P1_2","Litsea firma","Species","B",23.7,20.3
"SimForest","T05","T05_P2","T05_P2_3","Litsea firma","Species","B",18.2,16.7
"SimForest","T05","T05_P3","T05_P3_4","Litsea firma","Species","B",29.7,20.2
"SimForest","T05","T05_P2","T05_P2_5","Litsea firma","Species","C",12,11.9
"SimForest","T05","T05_P1","T05_P1_6","Litsea firma","Species","C",13.2,13.7
"SimForest","T05","T05_P4","T05_P4_7","Litsea firma","Species","C",9.7,11.1
"SimForest","T05","T05_P3","T05_P3_8","Litsea firma","Species","C",11.9,11.1
"SimForest","T05","T05_P1","T05_P1_1","Baccaurea macrocarpa","Species","C",6.7,8.7
"SimForest","T05","T05_P4","T05_P4_2","Baccaurea macrocarpa","Species","A",34.5,24.8
"SimForest","T05","T05_P3","T05_P3_3","Baccaurea macrocarpa","Species","C",9.9,9.9
"SimForest","T05","T05_P2","T05_P2_4","Baccaurea macrocarpa","Species","B",27.2,22.1
"SimForest","T05","T05_P5","T05_P5_5","Baccaurea macrocarpa","Species","A",65.1,47.3
"SimForest","T05","T05_P3","T05_P3_6","Baccaurea macrocarpa","Species","A",48.9,35.6
"SimForest","T05","T05_P4","T05_P4_7","Baccaurea macrocarpa","Species","C",11.6,12.2
"SimForest","T05","T05_P5","T05_P5_8","Baccaurea macrocarpa","Species","C",10.7,11.9
"SimForest","T05","T05_P1","T05_P1_9","Baccaurea macrocarpa","Species","A",57.1,42.8
"SimForest","T05","T05_P3","T05_P3_1","Garcinia parvifolia","Species","C",6.1,8.2
"SimForest","T05","T05_P5","T05_P5_2","Garcinia parvifolia","Species","C",15.9,15
"SimForest","T05","T05_P3","T05_P3_3","Garcinia parvifolia","Species","C",8,10.2
"SimForest","T05","T05_P3","T05_P3_4","Garcinia parvifolia","Species","C",8.9,10.9
"SimForest","T05","T05_P4","T05_P4_5","Garcinia parvifolia","Species","C",11.1,10.7
"SimForest","T05","T05_P2","T05_P2_1","Alstonia scholaris","Species","B",30,25.7
"SimForest","T05","T05_P1","T05_P1_1","Calophyllum inophyllum","Species","A",68.4,49
"SimForest","T05","T05_P1","T05_P1_2","Calophyllum inophyllum","Species","C",12.1,12.5
"SimForest","T05","T05_P1","T05_P1_3","Calophyllum inophyllum","Species","B",30.9,21.3
"SimForest","T05","T05_P3","T05_P3_4","Calophyllum inophyllum","Species","A",56.9,39.7
"SimForest","T05","T05_P1","T05_P1_5","Calophyllum inophyllum","Species","C",10.4,10.8
"SimForest","T05","T05_P2","T05_P2_6","Calophyllum inophyllum","Species","A",66.2,48
"SimForest","T05","T05_P1","T05_P1_7","Calophyllum inophyllum","Species","C",12.1,11.8
"SimForest","T05","T05_P1","T05_P1_8","Calophyllum inophyllum","Species","B",31.4,25.3
"SimForest","T05","T05_P5","T05_P5_1","Elateriospermum tapos","Species","C",11.3,11.3
"SimForest","T05","T05_P1","T05_P1_2","Elateriospermum tapos","Species","C",6.6,9.6
"SimForest","T05","T05_P5","T05_P5_3","Elateriospermum tapos","Species","C",14.6,12.4
"SimForest","T05","T05_P4","T05_P4_1","Eusideroxylon zwageri","Species","B",26.6,22.1
"SimForest","T05","T05_P3","T05_P3_2","Eusideroxylon zwageri","Species","C",7.6,9.7
"SimForest","T05","T05_P3","T05_P3_3","Eusideroxylon zwageri","Species","C",11.9,12
"SimForest","T05","T05_P5","T05_P5_4","Eusideroxylon zwageri","Species","C",9.1,11
"SimForest","T05","T05_P1","T05_P1_5","Eusideroxylon zwageri","Species","C",6.7,9.4
"SimForest","T05","T05_P4","T05_P4_6","Eusideroxylon zwageri","Species","C",10.9,11
"SimForest","T05","T05_P2","T05_P2_7","Eusideroxylon zwageri","Species","C",14.4,13.4
"SimForest","T05","T05_P1","T05_P1_8","Eusideroxylon zwageri","Species","A",57.7,38.8
"SimForest","T05","T05_P3","T05_P3_1","Intsia palembanica","Species","C",7.8,10
"SimForest","T05","T05_P5","T05_P5_2","Intsia palembanica","Species","C",9.5,11.2
"SimForest","T05","T05_P1","T05_P1_1","Macaranga gigantea","Species","A",53.8,39.6
"SimForest","T05","T05_P2","T05_P2_2","Macaranga gigantea","Species","B",28.1,21.5
"SimForest","T05","T05_P5","T05_P5_3","Macaranga gigantea","Species","C",9.3,11
"SimForest","T05","T05_P5","T05_P5_4","Macaranga gigantea","Species","C",15.1,13.4
"SimForest","T05","T05_P5","T05_P5_1","Mallotus paniculatus","Species","C",9,10.4
"SimForest","T05","T05_P5","T05_P5_2","Mallotus paniculatus","Species","B",27.7,21.3
"SimForest","T05","T05_P4","T05_P4_3","Mallotus paniculatus","Species","C",14.8,13.5
"SimForest","T05","T05_P5","T05_P5_4","Mallotus paniculatus","Species","A",62.7,43.8
"SimForest","T05","T05_P3","T05_P3_5","Mallotus paniculatus","Species","C",12.3,12.2
"SimForest","T05","T05_P2","T05_P2_6","Mallotus paniculatus","Species","C",11.9,11.5
"SimForest","T05","T05_P5","T05_P5_7","Mallotus paniculatus","Species","C",13.8,14.2
"SimForest","T05","T05_P4","T05_P4_8","Mallotus paniculatus","Species","C",8.7,10.7
"SimForest","T05","T05_P1","T05_P1_1","Nephelium lappaceum","Species","C",12.5,11.8
"SimForest","T05","T05_P5","T05_P5_2","Nephelium lappaceum","Species","B",25.1,18.1
"SimForest","T05","T05_P2","T05_P2_1","Parkia speciosa","Species","C",14.2,12.6
"SimForest","T05","T05_P3","T05_P3_2","Parkia speciosa","Species","C",12.2,11.1
"SimForest","T05","T05_P2","T05_P2_3","Parkia speciosa","Species","C",14,13.2
"SimForest","T05","T05_P1","T05_P1_1","Vatica rassak","Species","B",28.8,21.8
"SimForest","T05","T05_P1","T05_P1_2","Vatica rassak","Species","B",26.7,18.6
"SimForest","T05","T05_P4","T05_P4_3","Vatica rassak","Species","A",46.1,35
"SimForest","T05","T05_P1","T05_P1_4","Vatica rassak","Species","A",64.5,37.9
"SimForest","T05","T05_P5","T05_P5_5","Vatica rassak","Species","C",7.5,10.1
"SimForest","T05","T05_P4","T05_P4_6","Vatica rassak","Species","A",68.1,45.3
"SimForest","T05","T05_P1","T05_P1_7","Vatica rassak","Species","A",62.1,42.9
"SimForest","T06","T06_P5","T06_P5_1","Shorea leprosula","Species","B",22.2,19.6
"SimForest","T06","T06_P3","T06_P3_2","Shorea leprosula","Species","C",14,13.6
"SimForest","T06","T06_P5","T06_P5_3","Shorea leprosula","Species","C",11.1,12
"SimForest","T06","T06_P4","T06_P4_4","Shorea leprosula","Species","B",20,18.2
"SimForest","T06","T06_P5","T06_P5_5","Shorea leprosula","Species","A",61.2,37.7
"SimForest","T06","T06_P1","T06_P1_1","Shorea parvifolia","Species","B",28.7,22.9
"SimForest","T06","T06_P1","T06_P1_1","Shorea acuminata","Species","C",6.3,8.9
"SimForest","T06","T06_P1","T06_P1_1","Dipterocarpus alatus","Species","B",25.3,22
"SimForest","T06","T06_P1","T06_P1_1","Dipterocarpus caudatus","Species","C",8.4,10
"SimForest","T06","T06_P2","T06_P2_2","Dipterocarpus caudatus","Species","A",42.4,32.2
"SimForest","T06","T06_P3","T06_P3_1","Dacryodes rostrata","Species","C",10.8,12.5
"SimForest","T06","T06_P3","T06_P3_1","Artocarpus elasticus","Species","A",48.7,32
"SimForest","T06","T06_P4","T06_P4_1","Koompassia excelsa","Species","C",6.9,8.6
"SimForest","T06","T06_P1","T06_P1_1","Dyera costulata","Species","C",13.6,14.4
"SimForest","T06","T06_P4","T06_P4_1","Santiria laevigata","Species","C",12.9,12
"SimForest","T06","T06_P1","T06_P1_2","Santiria laevigata","Species","B",20.8,18.7
"SimForest","T06","T06_P4","T06_P4_3","Santiria laevigata","Species","C",13.9,13.3
"SimForest","T06","T06_P1","T06_P1_4","Santiria laevigata","Species","B",18.7,14.9
"SimForest","T06","T06_P2","T06_P2_1","Knema laurina","Species","B",27.3,23.6
"SimForest","T06","T06_P5","T06_P5_2","Knema laurina","Species","C",10.7,10.7
"SimForest","T06","T06_P4","T06_P4_3","Knema laurina","Species","B",29.8,23.1
"SimForest","T06","T06_P1","T06_P1_1","Horsfieldia irya","Species","C",13.1,12.2
"SimForest","T06","T06_P5","T06_P5_2","Horsfieldia irya","Species","B",24.2,20
"SimForest","T06","T06_P2","T06_P2_1","Litsea firma","Species","C",14.4,15
"SimForest","T06","T06_P4","T06_P4_2","Litsea firma","Species","C",12.5,11.4
"SimForest","T06","T06_P1","T06_P1_1","Baccaurea macrocarpa","Species","C",8.9,11
"SimForest","T06","T06_P3","T06_P3_2","Baccaurea macrocarpa","Species","C",7.6,10.1
"SimForest","T06","T06_P3","T06_P3_1","Garcinia parvifolia","Species","B",16.3,14.6
"SimForest","T06","T06_P2","T06_P2_1","Alstonia scholaris","Species","C",13.2,14.2
"SimForest","T06","T06_P1","T06_P1_1","Calophyllum inophyllum","Species","C",13.2,11.8
"SimForest","T06","T06_P2","T06_P2_1","Eusideroxylon zwageri","Species","C",10.5,10.4
"SimForest","T06","T06_P3","T06_P3_2","Eusideroxylon zwageri","Species","C",6.1,8.1
"SimForest","T06","T06_P5","T06_P5_1","Macaranga gigantea","Species","B",21.1,16.5
"SimForest","T06","T06_P5","T06_P5_1","Mallotus paniculatus","Species","C",7.4,9.8
"SimForest","T06","T06_P3","T06_P3_2","Mallotus paniculatus","Species","C",10.9,10.7
"SimForest","T06","T06_P5","T06_P5_1","Nephelium lappaceum","Species","C",10.2,11.4
"SimForest","T06","T06_P4","T06_P4_1","Parkia speciosa","Species","C",10.5,12.3
"SimForest","T06","T06_P2","T06_P2_1","Vatica rassak","Species","B",28.9,23.3
"SimForest","T07","T07_P3","T07_P3_1","Shorea leprosula","Species","C",13.8,13.8
"SimForest","T07","T07_P4","T07_P4_1","Shorea parvifolia","Species","C",6.8,9.3
"SimForest","T07","T07_P3","T07_P3_2","Shorea parvifolia","Species","C",5.6,8.9
"SimForest","T07","T07_P2","T07_P2_3","Shorea parvifolia","Species","C",8.6,10
"SimForest","T07","T07_P2","T07_P2_4","Shorea parvifolia","Species","B",25.8,20.3
"SimForest","T07","T07_P1","T07_P1_5","Shorea parvifolia","Species","C",7.6,9.2
"SimForest","T07","T07_P5","T07_P5_1","Shorea acuminata","Species","C",6.9,9.1
"SimForest","T07","T07_P4","T07_P4_2","Shorea acuminata","Species","B",19.1,14.9
"SimForest","T07","T07_P4","T07_P4_3","Shorea acuminata","Species","C",9.9,10.8
"SimForest","T07","T07_P5","T07_P5_4","Shorea acuminata","Species","C",13.4,13.2
"SimForest","T07","T07_P4","T07_P4_1","Dipterocarpus alatus","Species","A",33,25
"SimForest","T07","T07_P2","T07_P2_2","Dipterocarpus alatus","Species","C",13,14
"SimForest","T07","T07_P3","T07_P3_3","Dipterocarpus alatus","Species","C",14.1,14.5
"SimForest","T07","T07_P1","T07_P1_1","Dipterocarpus caudatus","Species","B",22.5,17.2
"SimForest","T07","T07_P4","T07_P4_2","Dipterocarpus caudatus","Species","C",13.5,13.7
"SimForest","T07","T07_P4","T07_P4_3","Dipterocarpus caudatus","Species","B",28.3,20.3
"SimForest","T07","T07_P4","T07_P4_1","Hopea nervosa","Species","A",66.1,39.2
"SimForest","T07","T07_P5","T07_P5_1","Dryobalanops aromatica","Species","C",10.1,10.4
"SimForest","T07","T07_P4","T07_P4_1","Syzygium polyanthum","Species","C",13.3,14
"SimForest","T07","T07_P1","T07_P1_2","Syzygium polyanthum","Species","C",5.9,8.9
"SimForest","T07","T07_P1","T07_P1_3","Syzygium polyanthum","Species","C",12.6,12.8
"SimForest","T07","T07_P5","T07_P5_4","Syzygium polyanthum","Species","C",7.3,9.5
"SimForest","T07","T07_P4","T07_P4_5","Syzygium polyanthum","Species","A",32.3,26.2
"SimForest","T07","T07_P5","T07_P5_6","Syzygium polyanthum","Species","C",12.1,11.8
"SimForest","T07","T07_P1","T07_P1_1","Syzygium claviflorum","Species","B",27,21.8
"SimForest","T07","T07_P1","T07_P1_2","Syzygium claviflorum","Species","A",38.9,24.6
"SimForest","T07","T07_P2","T07_P2_3","Syzygium claviflorum","Species","B",30.9,25.6
"SimForest","T07","T07_P1","T07_P1_1","Dacryodes rostrata","Species","B",20.1,16.8
"SimForest","T07","T07_P3","T07_P3_2","Dacryodes rostrata","Species","C",7.9,10.3
"SimForest","T07","T07_P4","T07_P4_3","Dacryodes rostrata","Species","A",71.4,47.3
"SimForest","T07","T07_P4","T07_P4_4","Dacryodes rostrata","Species","B",16.3,13.8
"SimForest","T07","T07_P5","T07_P5_1","Ficus benjamina","Species","B",25.1,22.5
"SimForest","T07","T07_P1","T07_P1_1","Ficus variegata","Species","B",16.6,15.9
"SimForest","T07","T07_P5","T07_P5_1","Artocarpus elasticus","Species","A",64.8,41.6
"SimForest","T07","T07_P5","T07_P5_1","Durio zibethinus","Species","C",5.7,8.6
"SimForest","T07","T07_P5","T07_P5_2","Durio zibethinus","Species","B",25.7,21.6
"SimForest","T07","T07_P5","T07_P5_1","Koompassia excelsa","Species","B",24.2,20.9
"SimForest","T07","T07_P5","T07_P5_2","Koompassia excelsa","Species","C",11.5,12.7
"SimForest","T07","T07_P5","T07_P5_1","Palaquium rostratum","Species","C",7.9,9.9
"SimForest","T07","T07_P5","T07_P5_2","Palaquium rostratum","Species","C",6.3,8.7
"SimForest","T07","T07_P2","T07_P2_1","Santiria laevigata","Species","C",6.2,8.5
"SimForest","T07","T07_P2","T07_P2_2","Santiria laevigata","Species","B",18.7,14.6
"SimForest","T07","T07_P3","T07_P3_3","Santiria laevigata","Species","C",12.3,12
"SimForest","T07","T07_P3","T07_P3_4","Santiria laevigata","Species","A",62.8,43.1
"SimForest","T07","T07_P1","T07_P1_5","Santiria laevigata","Species","C",14.8,12.6
"SimForest","T07","T07_P2","T07_P2_6","Santiria laevigata","Species","B",18.9,17.1
"SimForest","T07","T07_P5","T07_P5_7","Santiria laevigata","Species","C",8.8,9.4
"SimForest","T07","T07_P3","T07_P3_8","Santiria laevigata","Species","C",6.7,8.7
"SimForest","T07","T07_P1","T07_P1_1","Aglaia argentea","Species","B",19.4,17.3
"SimForest","T07","T07_P1","T07_P1_2","Aglaia argentea","Species","A",32.4,22
"SimForest","T07","T07_P4","T07_P4_3","Aglaia argentea","Species","A",59.9,44.1
"SimForest","T07","T07_P2","T07_P2_4","Aglaia argentea","Species","C",14.5,14.2
"SimForest","T07","T07_P1","T07_P1_1","Knema laurina","Species","C",11.8,12.1
"SimForest","T07","T07_P4","T07_P4_1","Horsfieldia irya","Species","C",8.7,10.6
"SimForest","T07","T07_P4","T07_P4_1","Litsea firma","Species","C",12.8,11.8
"SimForest","T07","T07_P5","T07_P5_2","Litsea firma","Species","C",12.5,11.5
"SimForest","T07","T07_P3","T07_P3_3","Litsea firma","Species","B",16.7,14.6
"SimForest","T07","T07_P3","T07_P3_1","Baccaurea macrocarpa","Species","C",15.5,13.2
"SimForest","T07","T07_P1","T07_P1_2","Baccaurea macrocarpa","Species","B",26.3,23.2
"SimForest","T07","T07_P4","T07_P4_3","Baccaurea macrocarpa","Species","A",49.2,36.9
"SimForest","T07","T07_P5","T07_P5_4","Baccaurea macrocarpa","Species","B",26.1,18.5
"SimForest","T07","T07_P1","T07_P1_5","Baccaurea macrocarpa","Species","C",6.8,9.8
"SimForest","T07","T07_P4","T07_P4_1","Garcinia parvifolia","Species","C",15.3,14.1
"SimForest","T07","T07_P1","T07_P1_2","Garcinia parvifolia","Species","C",13.4,13.3
"SimForest","T07","T07_P3","T07_P3_1","Alstonia scholaris","Species","B",27.6,23.3
"SimForest","T07","T07_P5","T07_P5_1","Calophyllum inophyllum","Species","C",10.1,12
"SimForest","T07","T07_P4","T07_P4_2","Calophyllum inophyllum","Species","C",10.3,11.9
"SimForest","T07","T07_P2","T07_P2_3","Calophyllum inophyllum","Species","B",24.5,21.5
"SimForest","T07","T07_P5","T07_P5_4","Calophyllum inophyllum","Species","B",25.9,21
"SimForest","T07","T07_P2","T07_P2_1","Elateriospermum tapos","Species","C",14,14.1
"SimForest","T07","T07_P2","T07_P2_2","Elateriospermum tapos","Species","C",13.4,12.6
"SimForest","T07","T07_P4","T07_P4_3","Elateriospermum tapos","Species","A",40.2,30.5
"SimForest","T07","T07_P5","T07_P5_1","Macaranga gigantea","Species","B",21.5,19.1
"SimForest","T07","T07_P4","T07_P4_1","Mallotus paniculatus","Species","C",10,12
"SimForest","T07","T07_P2","T07_P2_2","Mallotus paniculatus","Species","A",56.4,39.4
"SimForest","T07","T07_P2","T07_P2_3","Mallotus paniculatus","Species","C",9.8,10.7
"SimForest","T07","T07_P5","T07_P5_1","Nephelium lappaceum","Species","C",6.1,9.2
"SimForest","T07","T07_P1","T07_P1_2","Nephelium lappaceum","Species","C",6.5,9
"SimForest","T07","T07_P4","T07_P4_3","Nephelium lappaceum","Species","B",17.5,15.9
"SimForest","T07","T07_P5","T07_P5_4","Nephelium lappaceum","Species","C",11,11.7
"SimForest","T07","T07_P2","T07_P2_1","Parkia speciosa","Species","C",10.6,11.2
"SimForest","T07","T07_P2","T07_P2_2","Parkia speciosa","Species","C",12.9,14
"SimForest","T07","T07_P5","T07_P5_3","Parkia speciosa","Species","C",11.8,11.3
"SimForest","T07","T07_P2","T07_P2_4","Parkia speciosa","Species","B",21.3,18.2
"SimForest","T07","T07_P5","T07_P5_1","Vatica rassak","Species","C",8.6,10.8
"SimForest","T07","T07_P4","T07_P4_2","Vatica rassak","Species","C",7.5,9.7
"SimForest","T07","T07_P4","T07_P4_3","Vatica rassak","Species","C",9.3,11.1
"SimForest","T07","T07_P1","T07_P1_4","Vatica rassak","Species","B",29.8,23.7
"SimForest","T07","T07_P4","T07_P4_5","Vatica rassak","Species","B",19.1,16.7
"SimForest","T08","T08_P3","T08_P3_1","Shorea leprosula","Species","B",25.2,17.8
"SimForest","T08","T08_P4","T08_P4_2","Shorea leprosula","Species","A",48.6,33.9
"SimForest","T08","T08_P1","T08_P1_3","Shorea leprosula","Species","C",7.6,8.9
"SimForest","T08","T08_P5","T08_P5_4","Shorea leprosula","Species","C",9.6,10.1
"SimForest","T08","T08_P5","T08_P5_1","Shorea parvifolia","Species","C",5.5,8.2
"SimForest","T08","T08_P2","T08_P2_2","Shorea parvifolia","Species","C",7.9,9.1
"SimForest","T08","T08_P1","T08_P1_3","Shorea parvifolia","Species","C",9.4,9.9
"SimForest","T08","T08_P5","T08_P5_4","Shorea parvifolia","Species","C",6,8.5
"SimForest","T08","T08_P1","T08_P1_1","Shorea acuminata","Species","B",16.8,16.7
"SimForest","T08","T08_P2","T08_P2_2","Shorea acuminata","Species","C",8.5,10.8
"SimForest","T08","T08_P3","T08_P3_3","Shorea acuminata","Species","C",7.1,9.1
"SimForest","T08","T08_P4","T08_P4_4","Shorea acuminata","Species","C",11,12.5
"SimForest","T08","T08_P3","T08_P3_1","Dipterocarpus alatus","Species","C",14.3,14.5
"SimForest","T08","T08_P4","T08_P4_1","Dipterocarpus caudatus","Species","B",28.2,22.5
"SimForest","T08","T08_P2","T08_P2_2","Dipterocarpus caudatus","Species","C",11.5,12
"SimForest","T08","T08_P2","T08_P2_1","Hopea nervosa","Species","B",18.3,16.3
"SimForest","T08","T08_P1","T08_P1_1","Dryobalanops aromatica","Species","C",7.6,9.9
"SimForest","T08","T08_P5","T08_P5_1","Syzygium polyanthum","Species","C",11.6,10.9
"SimForest","T08","T08_P4","T08_P4_1","Syzygium claviflorum","Species","B",17.6,16.8
"SimForest","T08","T08_P5","T08_P5_1","Dacryodes rostrata","Species","B",18.6,14.5
"SimForest","T08","T08_P3","T08_P3_2","Dacryodes rostrata","Species","C",9.7,11.2
"SimForest","T08","T08_P2","T08_P2_1","Diospyros macrophylla","Species","B",20.5,16.1
"SimForest","T08","T08_P1","T08_P1_1","Ficus benjamina","Species","C",6.8,9.5
"SimForest","T08","T08_P1","T08_P1_1","Artocarpus elasticus","Species","C",14.3,13.7
"SimForest","T08","T08_P5","T08_P5_2","Artocarpus elasticus","Species","B",23.7,21.3
"SimForest","T08","T08_P1","T08_P1_1","Durio zibethinus","Species","B",20,16
"SimForest","T08","T08_P1","T08_P1_1","Koompassia excelsa","Species","C",8.5,10.7
"SimForest","T08","T08_P5","T08_P5_2","Koompassia excelsa","Species","B",18.6,14.9
"SimForest","T08","T08_P3","T08_P3_3","Koompassia excelsa","Species","C",13.5,12.2
"SimForest","T08","T08_P5","T08_P5_1","Dyera costulata","Species","B",24.7,21.1
"SimForest","T08","T08_P3","T08_P3_2","Dyera costulata","Species","C",9.4,11.3
"SimForest","T08","T08_P3","T08_P3_3","Dyera costulata","Species","B",29.8,25.1
"SimForest","T08","T08_P1","T08_P1_1","Palaquium rostratum","Species","C",14.2,13.9
"SimForest","T08","T08_P5","T08_P5_2","Palaquium rostratum","Species","B",28.2,19.7
"SimForest","T08","T08_P2","T08_P2_1","Santiria laevigata","Species","A",57.1,42.7
"SimForest","T08","T08_P3","T08_P3_1","Aglaia argentea","Species","C",9.9,11.4
"SimForest","T08","T08_P1","T08_P1_1","Litsea firma","Species","C",11.1,12.4
"SimForest","T08","T08_P3","T08_P3_2","Litsea firma","Species","A",61.8,36.8
"SimForest","T08","T08_P5","T08_P5_3","Litsea firma","Species","C",6.2,8.9
"SimForest","T08","T08_P3","T08_P3_4","Litsea firma","Species","C",12.3,13.4
"SimForest","T08","T08_P4","T08_P4_1","Baccaurea macrocarpa","Species","B",18.5,16.2
"SimForest","T08","T08_P3","T08_P3_2","Baccaurea macrocarpa","Species","B",23,19
"SimForest","T08","T08_P5","T08_P5_3","Baccaurea macrocarpa","Species","C",13.3,14.1
"SimForest","T08","T08_P3","T08_P3_4","Baccaurea macrocarpa","Species","B",16.2,15.7
"SimForest","T08","T08_P5","T08_P5_1","Garcinia parvifolia","Species","C",12.1,12.4
"SimForest","T08","T08_P5","T08_P5_2","Garcinia parvifolia","Species","C",14.1,13.2
"SimForest","T08","T08_P3","T08_P3_3","Garcinia parvifolia","Species","B",25.2,19.5
"SimForest","T08","T08_P4","T08_P4_4","Garcinia parvifolia","Species","C",14,12.7
"SimForest","T08","T08_P1","T08_P1_1","Alstonia scholaris","Species","A",58.5,39.6
"SimForest","T08","T08_P2","T08_P2_1","Calophyllum inophyllum","Species","C",11,11.1
"SimForest","T08","T08_P3","T08_P3_2","Calophyllum inophyllum","Species","B",17.9,14.2
"SimForest","T08","T08_P2","T08_P2_3","Calophyllum inophyllum","Species","C",8.6,9.9
"SimForest","T08","T08_P1","T08_P1_4","Calophyllum inophyllum","Species","C",13.7,14
"SimForest","T08","T08_P4","T08_P4_5","Calophyllum inophyllum","Species","C",13.8,13.6
"SimForest","T08","T08_P5","T08_P5_1","Elateriospermum tapos","Species","B",22.2,16.7
"SimForest","T08","T08_P5","T08_P5_2","Elateriospermum tapos","Species","C",12.9,12.5
"SimForest","T08","T08_P4","T08_P4_3","Elateriospermum tapos","Species","A",51.1,39.8
"SimForest","T08","T08_P1","T08_P1_1","Eusideroxylon zwageri","Species","A",43.8,30.9
"SimForest","T08","T08_P1","T08_P1_2","Eusideroxylon zwageri","Species","C",9.9,11.8
"SimForest","T08","T08_P5","T08_P5_1","Macaranga gigantea","Species","C",8.2,9.4
"SimForest","T08","T08_P4","T08_P4_1","Mallotus paniculatus","Species","C",14.3,13.5
"SimForest","T08","T08_P1","T08_P1_1","Nephelium lappaceum","Species","B",19,17.9
"SimForest","T08","T08_P2","T08_P2_2","Nephelium lappaceum","Species","A",50.1,31.1
"SimForest","T08","T08_P4","T08_P4_1","Parkia speciosa","Species","B",22.3,18.3
"SimForest","T08","T08_P3","T08_P3_2","Parkia speciosa","Species","C",10.2,12.1
"SimForest","T08","T08_P1","T08_P1_1","Vatica rassak","Species","C",12.9,11.8
"SimForest","T08","T08_P3","T08_P3_2","Vatica rassak","Species","A",37.5,27
"SimForest","T09","T09_P5","T09_P5_1","Shorea leprosula","Species","A",48.2,32.3
"SimForest","T09","T09_P1","T09_P1_2","Shorea leprosula","Species","C",7.7,9.1
"SimForest","T09","T09_P4","T09_P4_3","Shorea leprosula","Species","C",8.6,10.1
"SimForest","T09","T09_P2","T09_P2_4","Shorea leprosula","Species","B",19.8,18
"SimForest","T09","T09_P3","T09_P3_1","Shorea parvifolia","Species","A",57,44.8
"SimForest","T09","T09_P3","T09_P3_2","Shorea parvifolia","Species","B",19,16
"SimForest","T09","T09_P2","T09_P2_3","Shorea parvifolia","Species","C",7.7,9
"SimForest","T09","T09_P4","T09_P4_4","Shorea parvifolia","Species","C",11.9,11.4
"SimForest","T09","T09_P5","T09_P5_5","Shorea parvifolia","Species","A",54.9,42.5
"SimForest","T09","T09_P5","T09_P5_1","Shorea acuminata","Species","C",14.4,12.5
"SimForest","T09","T09_P5","T09_P5_2","Shorea acuminata","Species","C",11.8,12
